attributeName	attributeDefinition	class	unit	dateTimeFormatString	missingValueCode	missingValueCodeExplanation
Reservoir	Three-letter code corresponding to sampled reservoir	categorical			NA	value is missing
Site	Sampling site within each reservoir	categorical			NA	value is missing
DateTime	Date and time of sampling. All data were collected in the eastern time zone of the U.S.A., with daylight savings time not observed, GMT -5	Date		YYYY-MM-DD hh:mm:ss	NA	value is missing
HoboTemp_C_0.1	Water temperature measured by HOBO loggers at 0.1m	numeric	celsius		NA	value is missing
HoboTemp_C_1	Water temperature measured by HOBO loggers at 1m	numeric	celsius		NA	value is missing
HoboTemp_C_2	Water temperature measured by HOBO loggers at 2m	numeric	celsius		NA	value is missing
HoboTemp_C_3	Water temperature measured by HOBO loggers at 3m	numeric	celsius		NA	value is missing
HoboTemp_C_4	Water temperature measured by HOBO loggers at 4m	numeric	celsius		NA	value is missing
HoboTemp_C_5	Water temperature measured by HOBO loggers at 5m	numeric	celsius		NA	value is missing
HoboTemp_C_6	Water temperature measured by HOBO loggers at 6m	numeric	celsius		NA	value is missing
HoboTemp_C_7	Water temperature measured by HOBO loggers at 7m	numeric	celsius		NA	value is missing
HoboTemp_C_8	Water temperature measured by HOBO loggers at 8m	numeric	celsius		NA	value is missing
HoboTemp_C_9	Water temperature measured by HOBO loggers at 9m	numeric	celsius		NA	value is missing
HoboTemp_C_10	Water temperature measured by HOBO loggers at 10m	numeric	celsius		NA	value is missing
HoboTemp_C_10.5	Water temperature measured by HOBO loggers at 10.5m	numeric	celsius		NA	value is missing
MiniDotTemp_C_5	Water temperature measured by MiniDot logger at 5m	numeric	celsius		NA	value is missing
MiniDotDO_mgL_5	Dissolved Oxygen (DO) concentration at 5m as measured by the MiniDot logger	numeric	milligramsPerLiter		NA	value is missing
MiniDotDOsat_percent_5	Dissolved Oxygen (DO) percent saturation at 5m as measured by the MiniDot logger	numeric	percent		NA	value is missing
MiniDotTemp_C_10	Water temperature measured by MiniDot logger at 10m	numeric	celsius		NA	value is missing
MiniDotDO_mgL_10	Dissolved Oxygen (DO) concentration at 10m as measured by the MiniDot Logger	numeric	milligramsPerLiter		NA	value is missing
MiniDotDOsat_percent_10	Dissolved Oxygen (DO) percent saturation at 10m as measured by the MiniDot logger	numeric	percent		NA	value is missing
EXOTemp_C_1.5	water temperature at 1.5 meter depth as measured by the EXO2 Sonde	numeric	celsius		NA	value is missing
EXOCond_uScm_1.5	Conductivity at 1.5 meter depth as measured by the EXO2 Sonde	numeric	microSiemensPerCentimeter		NA	value is missing
EXOSpCond_uScm_1.5	Specific conductance at 1.5 meter depth as measured by the EXO2 Sonde	numeric	microSiemensPerCentimeter		NA	value is missing
EXOTDS_mgL_1.5	Total Dissolved Solids (TDS) at 1.5 meter depth as measured by the EXO2 Sonde	numeric	milligramsPerLiter		NA	value is missing
EXODOsat_percent_1.5	Dissolved Oxygen (DO) percent saturation at 1.5 meter depth as measured by the EXO2 Sonde	numeric	percent		NA	value is missing
EXODO_mgL_1.5	Dissolved Oxygen (DO) at 1.5 meter depth as measured by the EXO2 Sonde	numeric	milligramsPerLiter		NA	value is missing
EXOChla_RFU_1.5	Total Chlorophyll a in RFU at 1.5 meter depth as measured by the EXO2 Sonde	numeric	RelativeFluorescenceUnits		NA	value is missing
EXOChla_ugL_1.5	Total Chlorophyll a in ug/L at 1.5 meter depth as measured by the EXO2 Sonde	numeric	microgramsPerLiter		NA	value is missing
EXOBGAPC_RFU_1.5	Blue-Green Algae phycocyanin in RFU at 1.5 meter depth as measured by the EXO2 Sonde	numeric	RelativeFluorescenceUnits		NA	value is missing
