
Advanced Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7, coef 8, coef 9
,Temperature(degC),unknown,0.000000,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.00
,Pressure(psi),unknown,0.000001,-0.000219,1.003133,-0.000022,0.001997,0.421111,0.000000,1.000000,0.000000
,Power(V),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO(ppm),19-Feb-18 12:42,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,DO Temp(degC),unknown,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

Field Calibration Data
,,Cal Date,coef 1, coef 2, coef 3, coef 4, coef 5, coef 6, coef 7
,Temperature(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Pressure(psi),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,Power(V),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO(ppm),19-Feb-18 12:42,1.000000,0.560000,0.000000,0.000000,0.000000,1.000000,0.000000
,DO Temp(degC),unknown,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000

Sensor/Session information
SensorSN, 21230023 ,,Modbus Addr., 3 
Sensor Type,DO2,,Initialized w/fw Rev,"2. 131"
Sensor Name,FCR DO 1m  (3),,Uploaded,"Aqua4Plus 1.9.6"
Session Name,FCR_DO_1m_20220126,,Exported,"Aqua4Plus 1.9.6"
# Records,  1354 
Statistical Data,,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC),
,Sensor Range,Custom,Custom,Custom,Custom,Custom,
,Minimum,5.812500,-3.977226,12.102047,7.949999,3.680000,
,Maximum,7.562500,15.872645,14.069375,12.529999,4.330000,
,Mean,6.566054,6.253921,12.621596,9.113980,3.832777,
,Variance,0.1342452,37.7157823,0.2617581,0.7391257,0.0158991,
,Std Deviation,0.3663949,6.1413176,0.5116231,0.8597242,0.1260916,
,,,,,,,
,,,,,,,
Rec #,Date/Time,Temperature(degC),Pressure(psi),Power(V),DO(ppm),DO Temp(degC)
1,26-Jan-22 10:29:50,6.187500,2.366562,12.459743,8.579999,3.720000
2,26-Jan-22 10:44:50,6.562500,-3.836986,12.489551,8.669999,3.730000
3,26-Jan-22 10:59:50,6.625000,-3.857296,12.519360,8.749999,3.760000
4,26-Jan-22 11:14:50,6.625000,-3.869046,12.578976,8.909999,3.780000
5,26-Jan-22 11:29:50,6.750000,-3.640035,12.936671,9.049999,3.800000
6,26-Jan-22 11:44:50,6.937500,-3.666624,13.920335,9.259999,3.830000
7,26-Jan-22 11:59:50,7.062500,-3.705917,13.979951,9.489999,3.850000
8,26-Jan-22 12:14:50,7.125000,-3.591291,13.979951,9.759999,3.870000
9,26-Jan-22 12:29:50,7.125000,-3.393405,13.979951,9.949999,3.890000
10,26-Jan-22 12:44:50,7.187500,-3.394633,14.009759,10.199999,3.900000
11,26-Jan-22 12:59:50,7.187500,-3.977226,14.009759,10.399999,3.910000
12,26-Jan-22 13:14:50,7.187500,-3.782426,14.009759,10.549999,3.920000
13,26-Jan-22 13:29:50,7.187500,-3.709270,13.950144,10.699999,3.920000
14,26-Jan-22 13:44:50,7.187500,-3.818472,13.979951,10.759999,3.940000
15,26-Jan-22 13:59:50,7.187500,-3.895457,13.950144,10.829998,3.940000
16,26-Jan-22 14:14:50,7.250000,-3.456417,13.950144,10.889999,3.960000
17,26-Jan-22 14:29:50,7.250000,-3.257366,13.950144,10.949999,3.960000
18,26-Jan-22 14:44:50,7.250000,-3.426645,13.950144,10.959999,3.960000
19,26-Jan-22 14:59:50,7.250000,-3.349821,13.950144,11.009998,3.960000
20,26-Jan-22 15:14:50,7.250000,-3.484116,13.950144,10.959999,3.950000
21,26-Jan-22 15:29:50,7.250000,-3.369385,13.950144,10.899998,3.950000
22,26-Jan-22 15:44:50,7.250000,-2.540751,13.950144,10.869999,3.940000
23,26-Jan-22 15:59:50,7.187500,-3.466142,13.055903,10.759999,3.910000
24,26-Jan-22 16:14:50,7.000000,-3.339110,13.950144,10.579999,3.890000
25,26-Jan-22 16:29:50,6.937500,-3.297314,12.817439,10.339999,3.890000
26,26-Jan-22 16:44:50,6.875000,-3.407847,12.757823,10.089999,3.880000
27,26-Jan-22 16:59:50,6.875000,-3.752384,12.668399,9.909999,3.880000
28,26-Jan-22 17:14:50,6.812500,-3.627595,12.638592,9.669999,3.890000
29,26-Jan-22 17:29:50,6.812500,-3.637112,12.608783,9.519999,3.890000
30,26-Jan-22 17:44:50,6.812500,-3.627595,12.578976,9.379999,3.880000
31,26-Jan-22 17:59:50,6.812500,-3.334469,12.578976,9.229999,3.880000
32,26-Jan-22 18:14:50,6.812500,-3.378387,12.578976,9.059999,3.880000
33,26-Jan-22 18:29:50,6.812500,-3.206222,12.549167,8.959999,3.880000
34,26-Jan-22 18:44:50,6.750000,-3.142516,12.549167,8.859999,3.880000
35,26-Jan-22 18:59:50,6.750000,-3.023414,12.519360,8.779999,3.880000
36,26-Jan-22 19:14:50,6.750000,-2.903408,12.519360,8.689999,3.830000
37,26-Jan-22 19:29:50,6.750000,-3.120291,12.519360,8.629999,3.810000
38,26-Jan-22 19:44:50,6.750000,-3.094397,12.519360,8.579999,3.810000
39,26-Jan-22 19:59:50,6.750000,-2.989970,12.519360,8.509999,3.830000
40,26-Jan-22 20:14:50,6.750000,-3.291820,12.489551,8.489999,3.840000
41,26-Jan-22 20:29:50,6.750000,-2.975667,12.489551,8.449999,3.840000
42,26-Jan-22 20:44:50,6.687500,-2.744841,12.489551,8.449999,3.850000
43,26-Jan-22 20:59:50,6.750000,-2.816846,12.459743,8.439999,3.860000
44,26-Jan-22 21:14:50,6.687500,-3.062274,12.489551,8.379999,3.860000
45,26-Jan-22 21:29:50,6.750000,-2.824715,12.459743,8.339999,3.860000
46,26-Jan-22 21:44:50,6.687500,-2.427992,12.459743,8.329999,3.820000
47,26-Jan-22 21:59:50,6.687500,-2.652322,12.459743,8.279999,3.820000
48,26-Jan-22 22:14:50,6.687500,-2.832945,12.459743,8.269999,3.820000
49,26-Jan-22 22:29:50,6.687500,-2.687575,12.429935,8.249999,3.830000
50,26-Jan-22 22:44:50,6.687500,-2.903398,12.429935,8.249999,3.830000
51,26-Jan-22 22:59:50,6.687500,-2.769034,12.400127,8.229999,3.820000
52,26-Jan-22 23:14:50,6.625000,-3.050302,12.400127,8.209999,3.820000
53,26-Jan-22 23:29:50,6.625000,-2.991972,12.429935,8.159999,3.800000
54,26-Jan-22 23:44:50,6.625000,-2.459241,12.400127,8.149999,3.800000
55,26-Jan-22 23:59:50,6.625000,-2.582547,12.400127,8.169999,3.800000
56,27-Jan-22 00:14:50,6.625000,-2.447118,12.400127,8.149999,3.800000
57,27-Jan-22 00:29:50,6.625000,-2.528949,12.400127,8.129999,3.800000
58,27-Jan-22 00:44:50,6.625000,-2.494600,12.400127,8.129999,3.800000
59,27-Jan-22 00:59:50,6.625000,-2.842878,12.400127,8.129999,3.800000
60,27-Jan-22 01:14:50,6.625000,-2.608123,12.400127,8.109999,3.800000
61,27-Jan-22 01:29:50,6.625000,-2.711064,12.400127,8.099999,3.790000
62,27-Jan-22 01:44:50,6.625000,-2.641408,12.370319,8.099999,3.790000
63,27-Jan-22 01:59:50,6.625000,-2.598552,12.370319,8.109999,3.790000
64,27-Jan-22 02:14:50,6.625000,-2.804700,12.370319,8.109999,3.790000
65,27-Jan-22 02:29:50,6.562500,-2.931293,12.340511,8.089999,3.780000
66,27-Jan-22 02:44:50,6.562500,-2.745242,12.340511,8.089999,3.770000
67,27-Jan-22 02:59:50,6.562500,-2.012254,12.370319,8.119999,3.770000
68,27-Jan-22 03:14:50,6.562500,-2.618318,12.340511,8.139999,3.770000
69,27-Jan-22 03:29:50,6.500000,-2.779899,12.340511,8.169999,3.770000
70,27-Jan-22 03:44:50,6.562500,-2.839517,12.310703,8.149999,3.760000
71,27-Jan-22 03:59:50,6.562500,-2.884448,12.310703,8.179999,3.760000
72,27-Jan-22 04:14:50,6.562500,-2.798574,12.310703,8.189999,3.760000
73,27-Jan-22 04:29:50,6.562500,-3.112612,12.310703,8.199999,3.760000
74,27-Jan-22 04:44:50,6.562500,-2.674362,12.310703,8.169999,3.770000
75,27-Jan-22 04:59:50,6.562500,-2.731630,12.310703,8.179999,3.760000
76,27-Jan-22 05:14:50,6.562500,-2.713923,12.280895,8.169999,3.760000
77,27-Jan-22 05:29:50,6.562500,-2.538080,12.280895,8.139999,3.760000
78,27-Jan-22 05:44:50,6.562500,-2.591466,12.280895,8.149999,3.760000
79,27-Jan-22 05:59:50,6.562500,-2.851746,12.280895,8.109999,3.760000
80,27-Jan-22 06:14:50,6.500000,-2.799946,12.280895,8.109999,3.770000
81,27-Jan-22 06:29:50,6.500000,-2.979938,12.280895,8.049999,3.760000
82,27-Jan-22 06:44:50,6.562500,-2.471880,12.280895,8.029999,3.760000
83,27-Jan-22 06:59:50,6.562500,-2.948415,12.251087,7.960000,3.760000
84,27-Jan-22 07:14:50,6.500000,-2.769902,12.251087,7.970000,3.750000
85,27-Jan-22 07:29:50,6.500000,-2.730288,12.251087,7.949999,3.750000
86,27-Jan-22 07:44:50,6.562500,-2.562008,12.251087,7.970000,3.760000
87,27-Jan-22 07:59:50,6.562500,-2.653838,12.251087,7.970000,3.760000
88,27-Jan-22 08:14:50,6.562500,-2.463213,12.251087,7.949999,3.760000
89,27-Jan-22 08:29:50,6.562500,-2.237122,12.251087,7.960000,3.760000
90,27-Jan-22 08:44:50,6.562500,-2.707276,12.251087,7.989999,3.750000
91,27-Jan-22 08:59:50,6.562500,-2.541802,12.251087,8.000000,3.760000
92,27-Jan-22 09:14:50,6.562500,-2.501763,12.251087,8.049999,3.760000
93,27-Jan-22 09:29:50,6.562500,-2.460554,12.310703,8.089999,3.770000
94,27-Jan-22 09:44:50,6.562500,-2.401320,12.340511,8.119999,3.780000
95,27-Jan-22 09:59:50,6.625000,-2.384056,12.370319,8.159999,3.780000
96,27-Jan-22 10:14:50,6.625000,-2.663634,12.370319,8.189999,3.780000
97,27-Jan-22 10:29:50,6.625000,-2.470247,12.400127,8.249999,3.790000
98,27-Jan-22 10:44:50,6.625000,-2.627850,12.400127,8.339999,3.810000
99,27-Jan-22 10:59:50,6.687500,-2.301072,12.429935,8.429999,3.810000
100,27-Jan-22 11:14:50,6.687500,-2.545660,12.489551,8.599999,3.830000
101,27-Jan-22 11:29:50,6.750000,-2.252119,12.877055,8.769999,3.850000
102,27-Jan-22 11:44:50,6.937500,-2.125901,13.860719,9.019999,3.880000
103,27-Jan-22 11:59:50,7.062500,-2.229992,13.890528,9.279999,3.910000
104,27-Jan-22 12:14:50,7.062500,-2.112864,13.890528,9.579999,3.930000
105,27-Jan-22 12:29:50,7.125000,-2.664703,13.920335,9.859999,3.940000
106,27-Jan-22 12:44:50,7.187500,-2.409627,13.950144,10.089999,3.950000
107,27-Jan-22 12:59:50,7.187500,-2.360236,13.950144,10.329999,3.950000
108,27-Jan-22 13:14:50,7.187500,-2.183247,13.950144,10.539999,3.960000
109,27-Jan-22 13:29:50,7.187500,-2.200685,14.009759,10.679999,3.970000
110,27-Jan-22 13:44:50,7.250000,-2.290289,13.979951,10.789999,3.990000
111,27-Jan-22 13:59:50,7.250000,-2.170561,13.979951,10.869999,4.000000
112,27-Jan-22 14:14:50,7.250000,-2.231701,13.920335,10.929998,4.000000
113,27-Jan-22 14:29:50,7.250000,-2.019253,13.950144,10.969999,4.010000
114,27-Jan-22 14:44:50,7.312500,-2.047878,13.950144,11.009998,4.010000
115,27-Jan-22 14:59:50,7.312500,-2.233423,13.950144,10.969999,4.020000
116,27-Jan-22 15:14:50,7.312500,-2.206096,13.950144,10.969999,4.010000
117,27-Jan-22 15:29:50,7.312500,-2.019913,13.950144,10.939999,4.000000
118,27-Jan-22 15:44:50,7.250000,-1.868635,13.950144,10.879999,3.980000
119,27-Jan-22 15:59:50,7.187500,-1.890727,13.145327,10.739999,3.960000
120,27-Jan-22 16:14:50,7.062500,-1.789022,12.996287,10.559999,3.940000
121,27-Jan-22 16:29:50,6.937500,-2.073743,12.847247,10.379999,3.940000
122,27-Jan-22 16:44:50,6.937500,-2.104899,12.757823,10.179999,3.940000
123,27-Jan-22 16:59:50,6.937500,-1.922956,12.698208,9.989999,3.940000
124,27-Jan-22 17:14:50,6.875000,-1.859076,12.668399,9.779999,3.940000
125,27-Jan-22 17:29:50,6.875000,-1.999869,12.638592,9.639999,3.940000
126,27-Jan-22 17:44:50,6.875000,-2.178730,12.638592,9.459999,3.930000
127,27-Jan-22 17:59:50,6.875000,-1.795060,12.608783,9.289999,3.920000
128,27-Jan-22 18:14:50,6.812500,-1.829490,12.608783,9.139999,3.920000
129,27-Jan-22 18:29:50,6.812500,-1.996763,12.608783,9.049999,3.920000
130,27-Jan-22 18:44:50,6.812500,-1.898398,12.578976,8.949999,3.900000
131,27-Jan-22 18:59:50,6.812500,-1.980067,12.578976,8.829999,3.890000
132,27-Jan-22 19:14:50,6.812500,-1.985012,12.578976,8.769999,3.890000
133,27-Jan-22 19:29:50,6.812500,-1.940190,12.549167,8.679999,3.900000
134,27-Jan-22 19:44:50,6.750000,-2.040713,12.549167,8.609999,3.890000
135,27-Jan-22 19:59:50,6.750000,-1.773796,12.549167,8.559999,3.880000
136,27-Jan-22 20:14:50,6.750000,-1.732960,12.549167,8.519999,3.870000
137,27-Jan-22 20:29:50,6.750000,-1.474869,12.519360,8.469999,3.870000
138,27-Jan-22 20:44:50,6.750000,-1.579031,12.519360,8.459999,3.870000
139,27-Jan-22 20:59:50,6.750000,-1.532560,12.519360,8.439999,3.860000
140,27-Jan-22 21:14:50,6.750000,-1.689360,12.489551,8.429999,3.870000
141,27-Jan-22 21:29:50,6.750000,-1.714563,12.489551,8.359999,3.860000
142,27-Jan-22 21:44:50,6.750000,-1.752208,12.489551,8.279999,3.860000
143,27-Jan-22 21:59:50,6.750000,-1.736363,12.489551,8.249999,3.860000
144,27-Jan-22 22:14:50,6.750000,-1.658096,12.489551,8.219999,3.860000
145,27-Jan-22 22:29:50,6.687500,-1.628559,12.489551,8.219999,3.850000
146,27-Jan-22 22:44:50,6.687500,-1.610374,12.489551,8.199999,3.830000
147,27-Jan-22 22:59:50,6.687500,-1.363925,12.459743,8.219999,3.840000
148,27-Jan-22 23:14:50,6.625000,-1.559143,12.459743,8.229999,3.840000
149,27-Jan-22 23:29:50,6.625000,-1.401115,12.429935,8.249999,3.830000
150,27-Jan-22 23:44:50,6.625000,-1.531281,12.459743,8.259999,3.820000
151,27-Jan-22 23:59:50,6.625000,-1.379049,12.459743,8.279999,3.820000
152,28-Jan-22 00:14:50,6.625000,-1.309341,12.429935,8.279999,3.810000
