"Reservoir","DateTime","Site","Duration_days","Depth_m","TrapRep","TrapXSA_m2","TrapVol_L","CollectionVol_L","FilterRep","FilterVol_L","FilterMassPre_g","FilterMassPost_g","SedMass_g","SedFlux_gm2d","FilterID","Flag_CollectionVol_L","Flag_SedMass_g"
"BVR",2022-09-19,50,14,4,1,0.0040715,2,1780,1,138,0.106,0.116,0.01,2.26286393653404,"B_sed_4m_R1_F1_19Sep22",1,1
"BVR",2022-09-19,50,14,4,1,0.0040715,2,1780,2,138,0.106,0.117,0.011,2.48915033018745,"B_sed_4m_R1_F2_19Sep22",1,1
"BVR",2022-09-19,50,14,4,1,0.0040715,2,1780,3,142,0.106,0.118,0.012,2.63894554852139,"B_sed_4m_R1_F3_19Sep22",1,1
"BVR",2022-09-19,50,14,4,1,0.0040715,2,1780,4,142,0.106,0.118,0.012,2.63894554852139,"B_sed_4m_R1_F4_19Sep22",1,1
"BVR",2022-09-19,50,14,4,2,0.0040715,2,1809,1,220,0.106,0.117,0.011,1.58681426641638,"B_sed_4m_R2_F1_19Sep22",1,1
"BVR",2022-09-19,50,14,4,2,0.0040715,2,1809,2,218,0.106,0.12,0.014,2.03811006695682,"B_sed_4m_R2_F2_19Sep22",1,1
"BVR",2022-09-19,50,14,4,2,0.0040715,2,1809,3,220,0.106,0.119,0.013,1.87532595121936,"B_sed_4m_R2_F3_19Sep22",1,1
"BVR",2022-09-19,50,14,4,2,0.0040715,2,1809,4,216,0.107,0.118,0.011,1.61619971579446,"B_sed_4m_R2_F4_19Sep22",1,1
"BVR",2022-09-19,50,14,8,1,0.0040715,2,1786,1,194,0.106,0.121,0.015,2.42263790995166,"B_sed_8m_R1_F1_19Sep22",1,1
"BVR",2022-09-19,50,14,8,1,0.0040715,2,1786,2,78,0.106,0.121,0.015,6.02553531449516,"B_sed_8m_R1_F2_19Sep22",1,1
"BVR",2022-09-19,50,14,8,1,0.0040715,2,1786,3,78,0.105,0.121,0.016,6.42723766879484,"B_sed_8m_R1_F3_19Sep22",1,1
"BVR",2022-09-19,50,14,8,1,0.0040715,2,1786,4,76,0.107,0.121,0.014,5.77182856441115,"B_sed_8m_R1_F4_19Sep22",1,1
"BVR",2022-09-19,50,14,8,2,0.0040715,2,1822,1,78,0.106,0.122,0.016,6.55679005181646,"B_sed_8m_R2_F1_19Sep22",1,1
"BVR",2022-09-19,50,14,8,2,0.0040715,2,1822,2,78,0.105,0.121,0.016,6.55679005181646,"B_sed_8m_R2_F2_19Sep22",1,1
"BVR",2022-09-19,50,14,8,2,0.0040715,2,1822,3,80,0.107,0.123,0.016,6.39287030052104,"B_sed_8m_R2_F3_19Sep22",1,1
"BVR",2022-09-19,50,14,8,2,0.0040715,2,1822,4,76,0.106,0.121,0.015,6.3087535860405,"B_sed_8m_R2_F4_19Sep22",1,1
"FCR",2022-09-26,50,13,4,1,0.0040715,2,1792,1,138,0.106,0.117,0.011,2.69869505115569,"F_sed_4m_R1_F1_26Sep22",1,1
"FCR",2022-09-26,50,13,4,1,0.0040715,2,1792,2,140,0.106,0.119,0.013,3.14380449465799,"F_sed_4m_R1_F2_26Sep22",1,1
"FCR",2022-09-26,50,13,4,1,0.0040715,2,1792,3,136,0.105,0.115,0.01,2.48943794825859,"F_sed_4m_R1_F3_26Sep22",1,1
"FCR",2022-09-26,50,13,4,1,0.0040715,2,1792,4,138,0.106,0.118,0.012,2.94403096489711,"F_sed_4m_R1_F4_26Sep22",1,1
"FCR",2022-09-26,50,13,4,2,0.0040715,2,1804,1,138,0.107,0.118,0.011,2.71676666980182,"F_sed_4m_R2_F1_26Sep22",1,1
"FCR",2022-09-26,50,13,4,2,0.0040715,2,1804,2,138,0.106,0.118,0.012,2.96374545796562,"F_sed_4m_R2_F2_26Sep22",1,1
"FCR",2022-09-26,50,13,4,2,0.0040715,2,1804,3,140,0.108,0.122,0.014,3.40830727666046,"F_sed_4m_R2_F3_26Sep22",1,1
"FCR",2022-09-26,50,13,4,2,0.0040715,2,1804,4,138,0.106,0.114,0.00800000000000001,1.97583030531042,"F_sed_4m_R2_F4_26Sep22",1,1
"FCR",2022-09-26,50,13,8,1,0.0040715,2,1730,1,78,0.107,0.125,0.018,7.54268922303761,"F_sed_8m_R1_F1_26Sep22",1,1
"FCR",2022-09-26,50,13,8,1,0.0040715,2,1730,2,80,0.106,0.125,0.019,7.76268432537621,"F_sed_8m_R1_F2_26Sep22",1,1
"FCR",2022-09-26,50,13,8,1,0.0040715,2,1730,3,82,0.107,0.124,0.017,6.77615576541184,"F_sed_8m_R1_F3_26Sep22",1,1
"FCR",2022-09-26,50,13,8,1,0.0040715,2,1730,4,80,0.107,0.123,0.016,6.5369973266326,"F_sed_8m_R1_F4_26Sep22",1,1
"FCR",2022-09-26,50,13,8,2,0.0040715,2,1786,1,80,0.106,0.132,0.026,10.9664742723812,"F_sed_8m_R2_F1_26Sep22",1,1
"FCR",2022-09-26,50,13,8,2,0.0040715,2,1786,2,78,0.106,0.131,0.025,10.8150633849913,"F_sed_8m_R2_F2_26Sep22",1,1
"FCR",2022-09-26,50,13,8,2,0.0040715,2,1786,3,84,0.106,0.132,0.026,10.4442612117916,"F_sed_8m_R2_F3_26Sep22",1,1
"FCR",2022-09-26,50,13,8,2,0.0040715,2,1786,4,84,0.106,0.133,0.027,10.8459635660913,"F_sed_8m_R2_F4_26Sep22",1,1
"FCR",2022-10-11,50,15,4,1,0.0040715,2,1770,1,140,0.107,0.117,0.01,2.07013912036631,"F_sed_4m_R1_F1_11Oct22",1,1
"FCR",2022-10-11,50,15,4,1,0.0040715,2,1770,2,142,0.106,0.118,0.012,2.44917867761648,"F_sed_4m_R1_F2_11Oct22",1,1
"FCR",2022-10-11,50,15,4,1,0.0040715,2,1770,3,142,0.106,0.117,0.011,2.24508045448177,"F_sed_4m_R1_F3_11Oct22",1,1
"FCR",2022-10-11,50,15,4,1,0.0040715,2,1770,4,136,0.106,0.117,0.011,2.34412812159126,"F_sed_4m_R1_F4_11Oct22",1,1
"FCR",2022-10-11,50,15,4,2,0.0040715,2,1828,1,138,0.107,0.12,0.013,2.81964711696303,"F_sed_4m_R2_F1_11Oct22",1,1
"FCR",2022-10-11,50,15,4,2,0.0040715,2,1828,2,144,0.107,0.121,0.014,2.9100204219939,"F_sed_4m_R2_F2_11Oct22",1,1
"FCR",2022-10-11,50,15,4,2,0.0040715,2,1828,3,138,0.107,0.119,0.012,2.60275118488895,"F_sed_4m_R2_F3_11Oct22",1,1
"FCR",2022-10-11,50,15,4,2,0.0040715,2,1828,4,138,0.106,0.119,0.013,2.81964711696303,"F_sed_4m_R2_F4_11Oct22",1,1
"FCR",2022-10-11,50,15,8,1,0.0040715,2,1774,1,80,0.107,0.139,0.032,11.6189774448402,"F_sed_8m_R1_F1_11Oct22",1,1
"FCR",2022-10-11,50,15,8,1,0.0040715,2,1774,2,76,0.106,0.138,0.032,12.230502573516,"F_sed_8m_R1_F2_11Oct22",1,1
"FCR",2022-10-11,50,15,8,1,0.0040715,2,1774,3,78,0.107,0.138,0.031,11.5444968201937,"F_sed_8m_R1_F3_11Oct22",1,1
"FCR",2022-10-11,50,15,8,1,0.0040715,2,1774,4,80,0.106,0.139,0.033,11.9820704899914,"F_sed_8m_R1_F4_11Oct22",1,1
"FCR",2022-10-11,50,15,8,2,0.0040715,2,1774,1,78,0.107,0.133,0.026,9.68248120403346,"F_sed_8m_R2_F1_11Oct22",1,1
"FCR",2022-10-11,50,15,8,2,0.0040715,2,1774,2,76,0.107,0.133,0.026,9.93728334098171,"F_sed_8m_R2_F2_11Oct22",1,1
"FCR",2022-10-11,50,15,8,2,0.0040715,2,1774,3,82,0.107,0.132,0.025,8.85592793051841,"F_sed_8m_R2_F3_11Oct22",1,1
"FCR",2022-10-11,50,15,8,2,0.0040715,2,1774,4,78,0.107,0.134,0.027,10.0548843272655,"F_sed_8m_R2_F4_11Oct22",1,1
"BVR",2022-10-11,50,22,4,1,0.0040715,2,1724,1,136,0.106,0.138,0.032,4.52867559223795,"B_sed_4m_R1_F1_11Oct22",1,1
"BVR",2022-10-11,50,22,4,1,0.0040715,2,1724,2,142,0.107,0.142,0.035,4.74394714327742,"B_sed_4m_R1_F2_11Oct22",1,1
"BVR",2022-10-11,50,22,4,1,0.0040715,2,1724,3,136,0.106,0.134,0.028,3.9625911432082,"B_sed_4m_R1_F3_11Oct22",1,1
"BVR",2022-10-11,50,22,4,1,0.0040715,2,1724,4,140,0.107,0.152,0.045,6.18649433582505,"B_sed_4m_R1_F4_11Oct22",1,1
"BVR",2022-10-11,50,22,4,2,0.0040715,2,1754,1,140,0.106,0.139,0.033,4.61570849634217,"B_sed_4m_R2_F1_11Oct22",1,1
"BVR",2022-10-11,50,22,4,2,0.0040715,2,1754,2,138,0.105,0.141,0.036,5.10829398804667,"B_sed_4m_R2_F2_11Oct22",1,1
"BVR",2022-10-11,50,22,4,2,0.0040715,2,1754,3,142,0.107,0.138,0.031,4.2748986073677,"B_sed_4m_R2_F3_11Oct22",1,1
"BVR",2022-10-11,50,22,4,2,0.0040715,2,1754,4,144,0.107,0.138,0.031,4.2155250155987,"B_sed_4m_R2_F4_11Oct22",1,1
"BVR",2022-10-11,50,22,8,1,0.0040715,2,1734,1,80,0.107,0.155,0.048,11.6151072309736,"B_sed_8m_R1_F1_11Oct22",1,1
"BVR",2022-10-11,50,22,8,1,0.0040715,2,1734,2,80,0.107,0.153,0.046,11.1311444296831,"B_sed_8m_R1_F2_11Oct22",1,1
"BVR",2022-10-11,50,22,8,1,0.0040715,2,1734,3,82,0.106,0.156,0.05,11.8039707631846,"B_sed_8m_R1_F3_11Oct22",1,1
"BVR",2022-10-11,50,22,8,1,0.0040715,2,1734,4,82,0.107,0.163,0.056,13.2204472547667,"B_sed_8m_R1_F4_11Oct22",1,1
"BVR",2022-10-11,50,22,8,2,0.0040715,2,1820,1,82,0.107,0.142,0.035,8.67258290213215,"B_sed_8m_R2_F1_11Oct22",1,1
"BVR",2022-10-11,50,22,8,2,0.0040715,2,1820,2,84,0.106,0.145,0.039,9.43364629966619,"B_sed_8m_R2_F2_11Oct22",1,1
"BVR",2022-10-11,50,22,8,2,0.0040715,2,1820,3,82,0.107,0.143,0.036,8.92037098505021,"B_sed_8m_R2_F3_11Oct22",1,1
"BVR",2022-10-11,50,22,8,2,0.0040715,2,1820,4,82,0.107,0.141,0.034,8.42479481921409,"B_sed_8m_R2_F4_11Oct22",1,1
"FCR",2022-10-17,50,6,4,1,0.0040715,2,1770,1,220,0.106,0.111,0.005,1.64670157301866,"F_sed_4m_R1_F1_17Oct22",1,1
"FCR",2022-10-17,50,6,4,1,0.0040715,2,1770,2,218,0.107,0.111,0.004,1.32944714151965,"F_sed_4m_R1_F2_17Oct22",1,1
"FCR",2022-10-17,50,6,4,1,0.0040715,2,1770,3,216,0.107,0.111,0.004,1.34175683727446,"F_sed_4m_R1_F3_17Oct22",1,1
"FCR",2022-10-17,50,6,4,1,0.0040715,2,1770,4,216,0.107,0.111,0.004,1.34175683727446,"F_sed_4m_R1_F4_17Oct22",1,1
"FCR",2022-10-17,50,6,4,2,0.0040715,2,1718,1,220,0.107,0.111,0.004,1.27865911974963,"F_sed_4m_R2_F1_17Oct22",1,1
"FCR",2022-10-17,50,6,4,2,0.0040715,2,1718,2,218,0.107,0.111,0.004,1.29038993736201,"F_sed_4m_R2_F2_17Oct22",1,1
"FCR",2022-10-17,50,6,4,2,0.0040715,2,1718,3,220,0.106,0.111,0.005,1.59832389968704,"F_sed_4m_R2_F3_17Oct22",1,1
"FCR",2022-10-17,50,6,4,2,0.0040715,2,1718,4,220,0.107,0.111,0.004,1.27865911974963,"F_sed_4m_R2_F4_17Oct22",1,1
"FCR",2022-10-17,50,6,8,1,0.0040715,2,1606,1,82,0.107,0.121,0.014,11.2241648021294,"F_sed_8m_R1_F1_17Oct22",1,1
"FCR",2022-10-17,50,6,8,1,0.0040715,2,1606,2,80,0.106,0.121,0.015,12.32653813091,"F_sed_8m_R1_F2_17Oct22",1,1
"FCR",2022-10-17,50,6,8,1,0.0040715,2,1606,3,84,0.106,0.119,0.013,10.174285441386,"F_sed_8m_R1_F3_17Oct22",1,1
"FCR",2022-10-17,50,6,8,1,0.0040715,2,1606,4,80,0.106,0.118,0.012,9.86123050472798,"F_sed_8m_R1_F4_17Oct22",1,1
"FCR",2022-10-17,50,6,8,2,0.0040715,2,1804,1,82,0.106,0.123,0.017,15.3096729297147,"F_sed_8m_R2_F1_17Oct22",1,1
"FCR",2022-10-17,50,6,8,2,0.0040715,2,1804,2,80,0.107,0.122,0.015,13.8462483114331,"F_sed_8m_R2_F2_17Oct22",1,1
"FCR",2022-10-17,50,6,8,2,0.0040715,2,1804,3,80,0.107,0.125,0.018,16.6154979737198,"F_sed_8m_R2_F3_17Oct22",1,1
"FCR",2022-10-17,50,6,8,2,0.0040715,2,1804,4,82,0.107,0.127,0.02,18.0113799173114,"F_sed_8m_R2_F4_17Oct22",1,1
"BVR",2022-10-24,50,13,4,1,0.0040715,2,1555,1,142,0.107,0.127,0.02,4.13784533213127,"B_sed_4m_R1_F1_24Oct22",1,1
"BVR",2022-10-24,50,13,4,1,0.0040715,2,1555,2,140,0.107,0.129,0.022,4.61665314913504,"B_sed_4m_R1_F2_24Oct22",1,1
"BVR",2022-10-24,50,13,4,1,0.0040715,2,1555,3,140,0.107,0.129,0.022,4.61665314913504,"B_sed_4m_R1_F3_24Oct22",1,1
"BVR",2022-10-24,50,13,4,1,0.0040715,2,1555,4,138,0.107,0.128,0.021,4.47067202188966,"B_sed_4m_R1_F4_24Oct22",1,1
"BVR",2022-10-24,50,13,4,2,0.0040715,2,1209,1,142,0.106,0.129,0.023,3.69971270580625,"B_sed_4m_R2_F1_24Oct22",1,1
"BVR",2022-10-24,50,13,4,2,0.0040715,2,1209,2,140,0.107,0.131,0.024,3.91572077682848,"B_sed_4m_R2_F2_24Oct22",1,1
"BVR",2022-10-24,50,13,4,2,0.0040715,2,1209,3,140,0.107,0.128,0.021,3.42625567972492,"B_sed_4m_R2_F3_24Oct22",1,1
"BVR",2022-10-24,50,13,4,2,0.0040715,2,1209,4,142,0.107,0.132,0.025,4.02142685413723,"B_sed_4m_R2_F4_24Oct22",1,1
"BVR",2022-10-24,50,13,8,1,0.0040715,2,1738,1,84,0.106,0.127,0.021,8.20903277000539,"B_sed_8m_R1_F1_24Oct22",1,1
"BVR",2022-10-24,50,13,8,1,0.0040715,2,1738,2,80,0.107,0.124,0.017,6.97767785450458,"B_sed_8m_R1_F2_24Oct22",1,1
"BVR",2022-10-24,50,13,8,1,0.0040715,2,1738,3,82,0.107,0.126,0.019,7.60837183561475,"B_sed_8m_R1_F3_24Oct22",1,1
"BVR",2022-10-24,50,13,8,1,0.0040715,2,1738,4,82,0.108,0.127,0.019,7.60837183561475,"B_sed_8m_R1_F4_24Oct22",1,1
"BVR",2022-10-24,50,13,8,2,0.0040715,2,1734,1,80,0.108,0.125,0.017,6.96161875702586,"B_sed_8m_R2_F1_24Oct22",1,1
"BVR",2022-10-24,50,13,8,2,0.0040715,2,1734,2,82,0.107,0.127,0.02,7.99038020892494,"B_sed_8m_R2_F2_24Oct22",1,1
"BVR",2022-10-24,50,13,8,2,0.0040715,2,1734,3,84,0.107,0.127,0.02,7.8001330610934,"B_sed_8m_R2_F3_24Oct22",1,1
"BVR",2022-10-24,50,13,8,2,0.0040715,2,1734,4,78,0.107,0.124,0.017,7.1401218020778,"B_sed_8m_R2_F4_24Oct22",1,1
"FCR",2022-11-01,50,15,4,1,0.0040715,2,1099,1,120,0.106,0.123,0.017,2.54929250753885,"F_sed_4m_R1_F1_01Nov22",1,1
"FCR",2022-11-01,50,15,4,1,0.0040715,2,1099,2,124,0.107,0.123,0.016,2.32193624975076,"F_sed_4m_R1_F2_01Nov22",1,1
"FCR",2022-11-01,50,15,4,1,0.0040715,2,1099,3,120,0.106,0.124,0.018,2.69925089033526,"F_sed_4m_R1_F3_01Nov22",1,1
"FCR",2022-11-01,50,15,4,1,0.0040715,2,1099,4,120,0.106,0.123,0.017,2.54929250753885,"F_sed_4m_R1_F4_01Nov22",1,1
"FCR",2022-11-01,50,15,4,2,0.0040715,2,820,1,120,0.105,0.128,0.023,2.5734441306098,"F_sed_4m_R2_F1_01Nov22",1,1
"FCR",2022-11-01,50,15,4,2,0.0040715,2,820,2,120,0.107,0.13,0.023,2.5734441306098,"F_sed_4m_R2_F2_01Nov22",1,1
"FCR",2022-11-01,50,15,4,2,0.0040715,2,820,3,120,0.106,0.127,0.021,2.34966638012199,"F_sed_4m_R2_F3_01Nov22",1,1
"FCR",2022-11-01,50,15,4,2,0.0040715,2,820,4,120,0.107,0.127,0.02,2.23777750487808,"F_sed_4m_R2_F4_01Nov22",1,1
"FCR",2022-11-01,50,15,8,1,0.0040715,2,1714,1,80,0.107,0.138,0.031,10.8751893241639,"F_sed_8m_R1_F1_01Nov22",1,1
"FCR",2022-11-01,50,15,8,1,0.0040715,2,1714,2,80,0.107,0.138,0.031,10.8751893241639,"F_sed_8m_R1_F2_01Nov22",1,1
"FCR",2022-11-01,50,15,8,1,0.0040715,2,1714,3,80,0.106,0.138,0.032,11.2260018830079,"F_sed_8m_R1_F3_01Nov22",1,1
"FCR",2022-11-01,50,15,8,1,0.0040715,2,1714,4,84,0.107,0.139,0.032,10.6914303647694,"F_sed_8m_R1_F4_01Nov22",1,1
"FCR",2022-11-01,50,15,8,2,0.0040715,2,1765,1,80,0.107,0.14,0.033,11.9212820827705,"F_sed_8m_R2_F1_01Nov22",1,1
"FCR",2022-11-01,50,15,8,2,0.0040715,2,1765,2,78,0.107,0.142,0.035,12.9679836176213,"F_sed_8m_R2_F2_01Nov22",1,1
"FCR",2022-11-01,50,15,8,2,0.0040715,2,1765,3,82,0.106,0.142,0.036,12.6878390237912,"F_sed_8m_R2_F3_01Nov22",1,1
"FCR",2022-11-01,50,15,8,2,0.0040715,2,1765,4,80,0.107,0.142,0.035,12.6437840271808,"F_sed_8m_R2_F4_01Nov22",1,1
"BVR",2022-11-08,50,15,4,1,0.0040715,2,1786,1,148,0.107,0.12,0.013,2.56872370344064,"B_sed_4m_R1_F1_08Nov22",1,1
"BVR",2022-11-08,50,15,4,1,0.0040715,2,1786,2,148,0.107,0.122,0.015,2.96391196550843,"B_sed_4m_R1_F2_08Nov22",1,1
"BVR",2022-11-08,50,15,4,1,0.0040715,2,1786,3,148,0.106,0.123,0.017,3.35910022757622,"B_sed_4m_R1_F3_08Nov22",1,1
"BVR",2022-11-08,50,15,4,1,0.0040715,2,1786,4,152,0.107,0.123,0.016,3.07830856768595,"B_sed_4m_R1_F4_08Nov22",1,1
"BVR",2022-11-08,50,15,4,2,0.0040715,2,1758,1,148,0.108,0.118,0.01,1.94496350704136,"B_sed_4m_R2_F1_08Nov22",1,1
"BVR",2022-11-08,50,15,4,2,0.0040715,2,1758,2,148,0.107,0.116,0.00900000000000001,1.75046715633723,"B_sed_4m_R2_F2_08Nov22",1,1
"BVR",2022-11-08,50,15,4,2,0.0040715,2,1758,3,150,0.107,0.118,0.011,2.11093372630889,"B_sed_4m_R2_F3_08Nov22",1,1
"BVR",2022-11-08,50,15,4,2,0.0040715,2,1758,4,152,0.106,0.117,0.011,2.08315828254168,"B_sed_4m_R2_F4_08Nov22",1,1
"BVR",2022-11-08,50,15,8,1,0.0040715,2,1774,1,80,0.107,0.117,0.01,3.63093045151255,"B_sed_8m_R1_F1_08Nov22",1,1
"BVR",2022-11-08,50,15,8,1,0.0040715,2,1774,2,80,0.107,0.12,0.013,4.72020958696631,"B_sed_8m_R1_F2_08Nov22",1,1
"BVR",2022-11-08,50,15,8,1,0.0040715,2,1774,3,84,0.107,0.119,0.012,4.14963480172862,"B_sed_8m_R1_F3_08Nov22",1,1
"BVR",2022-11-08,50,15,8,1,0.0040715,2,1774,4,80,0.107,0.119,0.012,4.35711654181506,"B_sed_8m_R1_F4_08Nov22",1,1
"BVR",2022-11-08,50,15,8,2,0.0040715,2,1766,1,82,0.107,0.118,0.011,3.87903621145999,"B_sed_8m_R2_F1_08Nov22",1,1
"BVR",2022-11-08,50,15,8,2,0.0040715,2,1766,2,82,0.106,0.118,0.012,4.23167586704726,"B_sed_8m_R2_F2_08Nov22",1,1
"BVR",2022-11-08,50,15,8,2,0.0040715,2,1766,3,82,0.107,0.119,0.012,4.23167586704726,"B_sed_8m_R2_F3_08Nov22",1,1
"BVR",2022-11-08,50,15,8,2,0.0040715,2,1766,4,80,0.107,0.118,0.011,3.97601211674649,"B_sed_8m_R2_F4_08Nov22",1,1
"FCR",2022-11-16,50,15,4,1,0.0040715,2,1842,1,140,0.107,0.118,0.011,2.3697829862634,"F_sed_4m_R1_F1_16Nov22",1,1
"FCR",2022-11-16,50,15,4,1,0.0040715,2,1842,2,142,0.106,0.118,0.012,2.54880628484156,"F_sed_4m_R1_F2_16Nov22",1,1
"FCR",2022-11-16,50,15,4,1,0.0040715,2,1842,3,138,0.107,0.118,0.011,2.40412766722374,"F_sed_4m_R1_F3_16Nov22",1,1
"FCR",2022-11-16,50,15,4,1,0.0040715,2,1842,4,142,0.106,0.116,0.01,2.12400523736796,"F_sed_4m_R1_F4_16Nov22",1,1
"FCR",2022-11-16,50,15,4,2,0.0040715,2,1808,1,144,0.106,0.118,0.012,2.46701324928023,"F_sed_4m_R2_F1_16Nov22",1,1
"FCR",2022-11-16,50,15,4,2,0.0040715,2,1808,2,140,0.106,0.117,0.011,2.32604106360707,"F_sed_4m_R2_F2_16Nov22",1,1
"FCR",2022-11-16,50,15,4,2,0.0040715,2,1808,3,144,0.106,0.118,0.012,2.46701324928023,"F_sed_4m_R2_F3_16Nov22",1,1
"FCR",2022-11-16,50,15,4,2,0.0040715,2,1808,4,140,0.106,0.117,0.011,2.32604106360707,"F_sed_4m_R2_F4_16Nov22",1,1
"FCR",2022-11-16,50,15,8,1,0.0040715,2,1797,1,98,0.107,0.156,0.049,14.7120225960948,"F_sed_8m_R1_F1_16Nov22",1,1
"FCR",2022-11-16,50,15,8,1,0.0040715,2,1797,2,104,0.106,0.158,0.052,14.7120225960948,"F_sed_8m_R1_F2_16Nov22",1,1
"FCR",2022-11-16,50,15,8,1,0.0040715,2,1797,3,100,0.106,0.154,0.048,14.123541692251,"F_sed_8m_R1_F3_16Nov22",1,1
"FCR",2022-11-16,50,15,8,1,0.0040715,2,1797,4,100,0.108,0.155,0.047,13.8293012403291,"F_sed_8m_R1_F4_16Nov22",1,1
"FCR",2022-11-16,50,15,8,2,0.0040715,2,1773,1,80,0.107,0.146,0.039,14.1526464447992,"F_sed_8m_R2_F1_16Nov22",1,1
"FCR",2022-11-16,50,15,8,2,0.0040715,2,1773,2,80,0.107,0.146,0.039,14.1526464447992,"F_sed_8m_R2_F2_16Nov22",1,1
"FCR",2022-11-16,50,15,8,2,0.0040715,2,1773,3,82,0.107,0.149,0.042,14.8695722496952,"F_sed_8m_R2_F3_16Nov22",1,1
"FCR",2022-11-16,50,15,8,2,0.0040715,2,1773,4,86,0.106,0.149,0.043,14.5155348151787,"F_sed_8m_R2_F4_16Nov22",1,1
"BVR",2022-11-16,50,8,4,1,0.0040715,2,1760,1,142,0.115,0.131,0.016,6.08835377486582,"B_sed_4m_R1_F1_16Nov22",1,1
"BVR",2022-11-16,50,8,4,1,0.0040715,2,1760,2,140,0.115,0.13,0.015,5.78937211627866,"B_sed_4m_R1_F2_16Nov22",1,1
"BVR",2022-11-16,50,8,4,1,0.0040715,2,1760,3,140,0.116,0.132,0.016,6.17533025736391,"B_sed_4m_R1_F3_16Nov22",1,1
"BVR",2022-11-16,50,8,4,1,0.0040715,2,1760,4,138,0.115,0.131,0.016,6.2648277973257,"B_sed_4m_R1_F4_16Nov22",1,1
"BVR",2022-11-16,50,8,4,2,0.0040715,2,1795,1,138,0.116,0.131,0.015,5.99007416345861,"B_sed_4m_R2_F1_16Nov22",1,1
"BVR",2022-11-16,50,8,4,2,0.0040715,2,1795,2,140,0.114,0.129,0.015,5.9045016754092,"B_sed_4m_R2_F2_16Nov22",1,1
"BVR",2022-11-16,50,8,4,2,0.0040715,2,1795,3,140,0.111,0.127,0.016,6.29813512043648,"B_sed_4m_R2_F3_16Nov22",1,1
"BVR",2022-11-16,50,8,4,2,0.0040715,2,1795,4,142,0.112,0.128,0.016,6.20942899197963,"B_sed_4m_R2_F4_16Nov22",1,1
"BVR",2022-11-16,50,8,8,1,0.0040715,2,1802,1,150,0.107,0.127,0.02,7.37647877522617,"B_sed_8m_R1_F1_16Nov22",1,1
"BVR",2022-11-16,50,8,8,1,0.0040715,2,1802,2,152,0.107,0.125,0.018,6.55147785957587,"B_sed_8m_R1_F2_16Nov22",1,1
"BVR",2022-11-16,50,8,8,1,0.0040715,2,1802,3,150,0.107,0.128,0.021,7.74530271398748,"B_sed_8m_R1_F3_16Nov22",1,1
"BVR",2022-11-16,50,8,8,1,0.0040715,2,1802,4,150,0.107,0.126,0.019,7.00765483646486,"B_sed_8m_R1_F4_16Nov22",1,1
"BVR",2022-11-16,50,8,8,2,0.0040715,2,1806,1,148,0.107,0.127,0.02,7.4927561726039,"B_sed_8m_R2_F1_16Nov22",1,1
"BVR",2022-11-16,50,8,8,2,0.0040715,2,1806,2,150,0.106,0.127,0.021,7.76249539481764,"B_sed_8m_R2_F2_16Nov22",1,1
"BVR",2022-11-16,50,8,8,2,0.0040715,2,1806,3,150,0.107,0.126,0.019,7.02321011912072,"B_sed_8m_R2_F3_16Nov22",1,1
"BVR",2022-11-16,50,8,8,2,0.0040715,2,1806,4,148,0.107,0.127,0.02,7.4927561726039,"B_sed_8m_R2_F4_16Nov22",1,1
"FCR",2022-11-28,50,12,4,1,0.0040715,2,1774,1,150,0.113,0.125,0.012,2.90474436121004,"F_sed_4m_R1_F1_28Nov22",1,1
"FCR",2022-11-28,50,12,4,1,0.0040715,2,1774,2,148,0.112,0.127,0.015,3.67999707923569,"F_sed_4m_R1_F2_28Nov22",1,1
"FCR",2022-11-28,50,12,4,1,0.0040715,2,1774,3,148,0.112,0.127,0.015,3.67999707923569,"F_sed_4m_R1_F3_28Nov22",1,1
"FCR",2022-11-28,50,12,4,1,0.0040715,2,1774,4,148,0.111,0.125,0.014,3.43466394061998,"F_sed_4m_R1_F4_28Nov22",1,1
"FCR",2022-11-28,50,12,4,2,0.0040715,2,1812,1,142,0.112,0.124,0.012,3.13411847728888,"F_sed_4m_R2_F1_28Nov22",1,1
"FCR",2022-11-28,50,12,4,2,0.0040715,2,1812,2,140,0.112,0.124,0.012,3.17889159839301,"F_sed_4m_R2_F2_28Nov22",1,1
"FCR",2022-11-28,50,12,4,2,0.0040715,2,1812,3,140,0.115,0.127,0.012,3.17889159839301,"F_sed_4m_R2_F3_28Nov22",1,1
"FCR",2022-11-28,50,12,4,2,0.0040715,2,1812,4,140,0.112,0.126,0.014,3.70870686479185,"F_sed_4m_R2_F4_28Nov22",1,1
"FCR",2022-11-28,50,12,8,1,0.0040715,2,1792,1,100,0.113,0.132,0.019,6.96876662982521,"F_sed_8m_R1_F1_28Nov22",1,1
"FCR",2022-11-28,50,12,8,1,0.0040715,2,1792,2,102,0.111,0.131,0.02,7.19170962830259,"F_sed_8m_R1_F2_28Nov22",1,1
"FCR",2022-11-28,50,12,8,1,0.0040715,2,1792,3,100,0.111,0.131,0.02,7.33554382086864,"F_sed_8m_R1_F3_28Nov22",1,1
"FCR",2022-11-28,50,12,8,1,0.0040715,2,1792,4,100,0.113,0.131,0.018,6.60198943878178,"F_sed_8m_R1_F4_28Nov22",1,1
"FCR",2022-11-28,50,12,8,2,0.0040715,2,1760,1,80,0.111,0.128,0.017,7.65483646485734,"F_sed_8m_R2_F1_28Nov22",1,1
